question,precision@k,recall@k,mrr,ndcg@k,ap@k,retrieval_time,input_tokens,retrieved_docs,relevant_docs
Quali sono i dati necessari per stampare il MOPR?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['53cba180a7d031637fc0d729f113a5fed59d53291b3f0b179246b43327b3ed2f', '15f0a925200ca4399cb04eaa355cc6a3ebff4182212496134675d7d6cfff95f3', '84147ccd7e857e10a210437db55df1362bb19ff03735f72520a61a2475a83f64', 'fc3e84b14aeba9ff20aa948a4e23ed472d8170a18988233097b42b7b8c0a41ef', 'ba4e7301833cd91e53bc1758ee2d440feee7af742368aedecc765dc400ab101d']",['53cba180a7d031637fc0d729f113a5fed59d53291b3f0b179246b43327b3ed2f']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.2315353900194168,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['03c3c6cab6bf80bffb7831b5561e44fa08bc1cf539c26e3c2856c6c82eff5c52']
Quali sono le istruzioni operative per generare la Carta della visibilità delle aree sottoposte a ricognizione nel Geoportale Nazionale Archeologia?,0.2,1.0,0.5,0.6309297535714573,1.0,0.2315353900194168,2,"['3e4c3865a2f8c5413c2417c281451d1f9c29aeb14db2b5f53c172068ef265552', '824d36238aae25e66224527386dfdf9ddc0b23d94c65e47daa866585d5f3d96a', 'c5e7f8f339b413ebcad37fdf50bada15d547f872e8fd30f2a7e7a5daa8280e61', '347611b33d76adb1305b3f34e616e566afeffc5ab00e6ee3dc2559d93c938207', 'f9e09f615adce521776cf75ee5ac69611f48f9cba8643dd807efc36c456d11ed']",['824d36238aae25e66224527386dfdf9ddc0b23d94c65e47daa866585d5f3d96a']
Quali sono le informazioni che il GNA promuove per la costruzione di un thesaurus di definizioni cronologico/cronologiche?,0.2,1.0,0.3333333333333333,0.5,1.0,0.2315353900194168,2,"['fa2c9ea9560edda70af04cf0a4a7137a5646260433e1d8218a86c520ec218bbf', '7a6a03f648d1965f4c62c64909f704570083205cd30499d6872516b49cbb357e', '337c1e640184674663045c197874183a72c0e8e1b3821b4a50d773be0765d969', 'e1cfe6b2bbab85b4b34b51144086ac32bd8e5b3740b440032cdb06d240c6e4ef', '67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f']",['337c1e640184674663045c197874183a72c0e8e1b3821b4a50d773be0765d969']
Come posso accedere al manuale del Geoportale Nazionale Archeologia direttamente dal template durante il lavoro di inserimento dei dati?,0.0,0.0,0.0,0.0,0.0,0.2315353900194168,2,"['5adb6c1e6211f68d73c5c39b9686174d6066b75ddda6547d944f9f5fe9f89fb3', '57e24ec1bec7bf55fc1c8b38a5f71f3b74a213470be0f25e0f62c13e3c365257', '1a2e1417f01e290b71b260e70cbd2cf04ab45d692c99f718f462e7eef1374a42', 'fcd62a96afde9ed05fc0afedaa3c40ab40097604b658475648ca00daa5427a09', '180918fb4690ad6ce54a7a675fa6ef6fad010bfd896787097a7ec9454a4fdda0']",['dffc31beca5c0c116df07e1113f3a66b48b9031869525da0c0d4413390cd29ca']
Qual è la definizione di MOPR in relazione alla redazione di un documento di valutazione?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536', '2d41d9beeed37c042a079e0a5ceb2722b560cf21c06f31030218579a97ad80e2', '1cb8c47199d27f2c13d8b16b743318aedecee12141c3b31e4954d5a31c2bb7b5', '703881b631a886ac7637b8440bba8e5d5d91b6a0abd5a73c4a067133f7ad8d16', '754bbfed40f002057ae6c1308a67ad8ec245e359933671cbbe0432aedf69c181']",['da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536']
Quali sono le avvertenze da considerare per il progetto?,0.0,0.0,0.0,0.0,0.0,0.2315353900194168,2,"['3154bb4284d7b5caf0dfa46c05b6574523e4a72205e656f41f6f658cf9aaf224', 'a0daa93414e756b339f0657407af020ff69a5fb91293df8740e6c82604ba4cac', 'f46491a2ea6c164e163d4f2d63f59eb648635d8195539746bf6bd53d7115c2f3', 'e4c9dd466eb640ea6e71b108ef40aa50d503fe0e55704db197931ea4af8075be', '770f7b9e294d11d912d0f5648de2be3fd29f09a84f60a84e87d65bd24bbfe419']",['4a514b5b436a560536a3040bb24fa87a3bf3283a41dd55870ed1a1b5f5e6c194']
Qual è la differenza tra indagini di scavo che non hanno dato luogo a rinvenimenti e quelle che hanno raggiunto il livello del suolo naturale?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['43ae59d58069aed6a5a76b6839035f10c7ac24b271eb39d24ad6bf43a1f1d4f5', 'ded0fbb9b676a96e54d84b0cfe3bebeedd0f08bf0a7e2c9ab919023a32a31f15', '9afedbd294d1584829abede69b1e3d9a668e02ef247eef569e972ab53e0f8bee', '90572f0f1c073676c6b2f3d1fad6c7a6941ad40d987cd245e9dcbb869a61bbe9', 'd1ab84b5c7b82fbbcfda3b72d2eca5162de1244d26bbfa9a8343200a2114bfba']",['43ae59d58069aed6a5a76b6839035f10c7ac24b271eb39d24ad6bf43a1f1d4f5']
Come posso stampare separatamente i layer del Catalogo dei siti (MOSI)?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['d8a15444f48ee4e71b5b53270763390f7a7c86812b15b8c76ed1d4e3aa675429', '6bf9350a645455b87777fa698745cd746f07906535a58fca21157eeba53b17ef', 'b67cb9386b2814b53207fef5cb69ba14a60f1522a88a8adebe6a36254c5e7c9a', 'edfbc3882132a75c230e50f8f13ee5c19b5ed2009512c66ee820bd0c56bbcb24', '5e265eef0a583ccc4f748e415b5da6e6401fd56d205d2ec2513b33bfb85d09b2']",['d8a15444f48ee4e71b5b53270763390f7a7c86812b15b8c76ed1d4e3aa675429']
Quali sono i layer vettoriali relativi alle aree occupate dalle lavorazioni previste dalla bozza di progetto esistente al momento in cui il soggetto incaricato della redazione del documento compila il template?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['6b9db00e01c3848649609369fc831b208161d2dd5c3b7915dfc80354e6dddc21', '41a3fba92340efdd25642fa2dc99456aef2c3a05cb031049951aa2fc498122e8', '6d87654859df775e9d97b245ded718ae31d9f8541ba55df66966ab0d9fa84b00', '24dad1e46a6e3d2c3b7c7a90ebee7874073a0a533c25106fd02c802a146a1f07', 'da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536']",['6b9db00e01c3848649609369fc831b208161d2dd5c3b7915dfc80354e6dddc21']
Quali sono le proprietà del progetto che devono essere settate per evitare errori nelle misurazioni?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['7c38628e7f0e8e3d57878ac237303e66e3b81f7a0fa22bfe06fb3d8f4d3bf979', 'f84bec1d35ecc88c41b212f3bb2cf964f97b3bfdb92093ab85760ccbf8e0e2c1', '7c4bd0d996423e7d12120c91c42c5f2ed9a5a89ed74f4ecc7628dd0e72a0e010', '9bf7dc6fb9ff1b5bb5eb8bef1bc14500435faa7ac1a35e91d139cef14564adf0', '930d646aac612a5b317f079ec4a7b7f141870b22cb1a3e8cbd0cb57d4c6235ce']",['7c38628e7f0e8e3d57878ac237303e66e3b81f7a0fa22bfe06fb3d8f4d3bf979']
Qual è lo scopo del layer DSC multipolygon nel Geoportale Nazionale Archeologia?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['b4c22e4e434f34d4b8e30ae7ac5a8319a2b8ebca89b157b994c0267daa87a760', '996fd60d994db30f15b222f06cabe16715b823f2688597c3bf52286d27ef70bc', '78ee9f0a48a1376a0c849ef55fb08c2b61cddf6cfe00f4113f56da97c8d39e0a', '7f77dedb63dca1a6546f9496b56af9905dd85f8561a9ef1d9b6947f94ba7150f', 'c5819a8e8ae569fcc45a66a3c4885e5898881ed4413ad0aa60c815271667b256']",['b4c22e4e434f34d4b8e30ae7ac5a8319a2b8ebca89b157b994c0267daa87a760']
Quali sono i passaggi per installare un plugin in QGIS?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['316285b650c9de750dc407196a1c98285874a2f8ce134e2153490d4506b5302b', '7d7b6c3b25bd9f6a3cc02b3e2b678251b84e268234c5e542e04b12937bec7b20', 'ba6a5c1b71f96cbcdb94e1f4d4bb9ac8f3d998acd4c7b04b98598cf2345eecd0', '873d010a106ec69526b7ab3cfed87e740b728904adfe4acf8769a0ce36900cde', '5177f61d4c7c13621a010e4b9b0452ddccfdda74057471eba7170519f3d08661']",['316285b650c9de750dc407196a1c98285874a2f8ce134e2153490d4506b5302b']
Qual è il comando necessario per validare la mappa prima di procedere alla georeferenziazione in QGIS?,0.2,1.0,0.25,0.4306765580733929,1.0,0.2315353900194168,2,"['1dce06ad852864cbdff68842ceb2cfae293fb2b5a6960979b84ae2bd7f027174', '7acfdac6829221b25bead6505f898e3d680b71a15433eef8fadfc0c2ecee01b4', '9385f2c70877a104b0c04af8291689185b5626989385bf1467f754b16af1c4e3', 'c5b5bb45cf42e5f4cfd978e7f3360c82a3755767a4bde2af511b4b9e2900fba1', '881ec1b9e332f6631db046e06794a8a384dd6d27c8f8dc2093bf7adb7169066b']",['c5b5bb45cf42e5f4cfd978e7f3360c82a3755767a4bde2af511b4b9e2900fba1']
Qual è la differenza tra il MOPR e il MOPR GENERICO?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['703881b631a886ac7637b8440bba8e5d5d91b6a0abd5a73c4a067133f7ad8d16', '8494d87e433008031c5f92170c0127c03f8c8421274777a9c4960849a2b158ce', '754bbfed40f002057ae6c1308a67ad8ec245e359933671cbbe0432aedf69c181', '1cb8c47199d27f2c13d8b16b743318aedecee12141c3b31e4954d5a31c2bb7b5', 'b1acfdf407952ea473d5febb21b87e2e4d73a0987b749ebcac938878f6bed896']",['703881b631a886ac7637b8440bba8e5d5d91b6a0abd5a73c4a067133f7ad8d16']
Come stampare il MOPR?,0.0,0.0,0.0,0.0,0.0,0.2315353900194168,2,"['fc3e84b14aeba9ff20aa948a4e23ed472d8170a18988233097b42b7b8c0a41ef', 'a173cac35ce5f899f622ed6103a0594b5f61f9f1d36caa602fd58bde4a01eba4', '8b6976db5f6d72ac5bd5e33e9def3b0b66192dddcade1009717ad6a3982f4e92', '53cba180a7d031637fc0d729f113a5fed59d53291b3f0b179246b43327b3ed2f', '123c0b418c8e7d9c6ca8dc62a33359702ab30abea38362d9fad23aad8e5adda5']",['f1f5e41eb08870afefa4c000efc004f27cf7e0a6470c47c738cc0870dec2f8d7']
"Quali sono le casistiche presentate nella Tabella 2 della circolare DG-ABAP 22/12/2022, n. 53 per l'attribuzione dei valori del rischio in relazione ai parametri del progetto e del contesto oggetto dello studio?",0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['de8de5defae6e6af7cc69fcad0f8f9917691b47296ab8f423057db1075e91cc3', '6ff48e8427943a9786dca524c5f8bf700755170894c196de217a3f6620b8462b', '79e67a5397bafad5620bc8ce537f58ec10e58d52fe765e1ab7a0f8dfed6bd4d7', '524e57f8ac5b59c74fa17aefb8163a6bffcf3c63b49b64ebf62d5d9615f8d6cb', 'a59fa427a3046ee0638c958cdf1e765e563dbe4a786205b500510e55d245e969']",['de8de5defae6e6af7cc69fcad0f8f9917691b47296ab8f423057db1075e91cc3']
Qual è la procedura per importare un DWG/DXF in un GeoPackage utilizzando QGIS?,0.2,1.0,0.5,0.6309297535714573,1.0,0.2315353900194168,2,"['c9fd320e76adcaa7984aea91f68f4c076539ae03753a4205df5d2cec18732085', '01ef81d58533ec9e6f2cb0dc736e9be7ae930b74eea6632f72091bef96c0df80', '149c8e72bfd8c6cb8ad968ae2cd76f8607c5afbe64ec8200de32366255a0cd31', 'f17fd5d9efa75603abaf7c456c0cfc1a50919c0d31102571f09d3fe822c803da', '9c4f9e19daec2819d5558df9bfa64f4bd7079d462ca9cdcb83a86a8858c0ecf1']",['01ef81d58533ec9e6f2cb0dc736e9be7ae930b74eea6632f72091bef96c0df80']
Quale è l'applicazione specifica del Template per la redazione di una carta archeologica?,0.0,0.0,0.0,0.0,0.0,0.2315353900194168,2,"['f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f', 'e22532d0d7294625f663c59de5644a7afcc6d50ea110199e9f4afd195e6bc3b7', '2307032e12f70a83717fe28eedd0d26ccc1b7bc6c9bdd5220588a6508dc2bfa5', 'b8f49fb129265bd0541e66913007df32ae6856b10365f00c454d81cb50cca35f', '9274bdce65da28b744d424c23bd05a3d1ed94bd98e9c5eb5c5e25f745bfac43a']",['aa1f183a9f71ce638421af9afa267658f24d2165f22cb15cbc21e619a0d979d6']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.2315353900194168,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['357c386b06dc4c83a9393a06705ee4e5478de6c509b9502878edc8de53bae206']
Come si inviano i dati al GNA per la verifica e pubblicazione nel Portale?,0.2,1.0,0.5,0.6309297535714573,1.0,0.2315353900194168,2,"['9e30f2a81c45db0d71beb061074ff7b8a1275b46c506be03d26bc6f7933a21e2', 'bf7cb924d181fc6e2316bae3b91f0454b423d383e2f9fa9e89b2a92fb568065d', '2677723c624af1f827ee7426e04161c1435a4bd73c6c424e31d9280d8c3af104', '4e2474ac3cb4c2409bd5686405d6470b4e6c52ec671ab7d3286d32ba99a50dc8', 'dffc31beca5c0c116df07e1113f3a66b48b9031869525da0c0d4413390cd29ca']",['bf7cb924d181fc6e2316bae3b91f0454b423d383e2f9fa9e89b2a92fb568065d']
Come si importano i MOSI da GNA nel MOPR?,0.2,1.0,1.0,1.0,1.0,0.2315353900194168,2,"['26f67248fcb5f135935c93d9dd706d478d15909a2060c45a921206f7fa26ee0e', 'c4574e0b8053e1064eba5054799b4371719afa182913784f3d825dcde2212b76', 'a2c32641ad9c943c1de114145c8d22137491a1d4efe2721f2a02856b2d7df6e7', '436a446c5f8f3cf9a5bc44ea519c199031bd67486570a4bcc6499f6fe0db939a', '9907c836f44202fd667bb8b8c849d276c95a1fa5bad2df5320704899d70f8006']",['26f67248fcb5f135935c93d9dd706d478d15909a2060c45a921206f7fa26ee0e']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.2315353900194168,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['4a44fc2535c979811439a94473be9244c3612e5170570a0d1426c7f9e139d88c']
Come si modifica il titolo del testalino nella carta del rischio (VRD)?,0.2,1.0,1.0,1.0,1.0,0.21737657487392426,2,"['d3c8437c40388a84335e9c53c0d3b364f2880e981cef22c4fe54483eb8a78b5a', 'f6dff05278aa4e480450da43160ad987c3a72c649d31078726d31a25f60f15ac', 'c6dcfe47787039b025a5eeec19ed2deff3a3c77ab26d275d90eec8b56cb9b295', 'e0cc9956044fa6adeaf2d1b92ba945b2816f6208a62c36624104932ff2ed3042', '1a5047c43f73e3a811866b8dafd8513467ca99b4e21d6fc72a8ee72496f4cf12']",['d3c8437c40388a84335e9c53c0d3b364f2880e981cef22c4fe54483eb8a78b5a']
Qual è il percorso del file del fascicolo di interesse per la ricerca d'archivio?,0.2,1.0,1.0,1.0,1.0,0.21737657487392426,2,"['fc42526122a649e4e3384d371cddc078552de8a9309bd7c77212441326aee2a7', '12ebf35f8a7818517e6606841687e5316f1bfac1aa1a8538faa528c6a6a00cdd', '43c1d21b139b6b727de3cde2d4f679c9c94a722415fbea022c3e2e0fd2dd4f7d', 'f2760792b3117c16fc0b622695aceae414adf062e80aa022fcd71cc99ce0a3c6', '987ff946532440b4a3a8fe91fb455a4ed8e57742e9cf6efe9529d51b88fa9078']",['fc42526122a649e4e3384d371cddc078552de8a9309bd7c77212441326aee2a7']
Quali sono i casi d'uso del Geoportale Nazionale Archeologia (GNA)?,0.0,0.0,0.0,0.0,0.0,0.21737657487392426,2,"['5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca', 'db8e042dadc101aa3e42152cbf3845cb858942d29d8c5b95862dd1b7f1d32757', '2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e', '67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f', '7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da']",['22887bdcb5712bcb149035405eee9004d73bf10de21c7bbc12432683860181b2']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.21737657487392426,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['2932287af25daae71241d1234f51a54cbfd65546d4b6a77b42d4a7c6f407075b']
Come importare un raster georeferenziato in un GeoPackage utilizzando QGIS?,0.2,1.0,1.0,1.0,1.0,0.21737657487392426,2,"['fc9f9dacf2dbe1a77e72edf671113d46b7646c3b7d3b3ca5cd31081d138ec908', 'df557ef9ed6f0796cfe131373e5fda80fc134a87dd890347f64efe0e4fd85145', 'e8ac9ba50cf4d546eb808b5c3a475bb224a75c23ef20d8f850d4846b387385e8', '12d50880a90273dd190917dbdf0841d407f4b3617b163a3433db6737e75ab6a1', 'af2ef0b237ac1c66a852ea8d46b82b4b8595d3ae9d775e5b4ea3f10fe8f8c078']",['fc9f9dacf2dbe1a77e72edf671113d46b7646c3b7d3b3ca5cd31081d138ec908']
Quali sono le regole per la gestione delle discrepanze tra la parte geografica e quella testuale nel progetto?,0.2,1.0,1.0,1.0,1.0,0.21737657487392426,2,"['0f871f84ec5488549862e995c52d90c067e9d07b1532be947a6dbd734c5d5c0a', 'e3144c0815c9966cf192e7db06b3571e9d0db2eff81bcb1c079b29f1d3c84d14', '1a6833f4c9c6d8cda9cd4578d74628c4ac71ca754d61121952f23657035b6a4c', '6f2cddd1ce454a905b4810ba896ba38a4e8371f3cf8c86a21c2b725fead59ac8', '7c4bd0d996423e7d12120c91c42c5f2ed9a5a89ed74f4ecc7628dd0e72a0e010']",['0f871f84ec5488549862e995c52d90c067e9d07b1532be947a6dbd734c5d5c0a']
Qual è l'obiettivo principale del progetto di ricostruzione dell'urbanistica della città romana di Fano?,0.2,1.0,1.0,1.0,1.0,0.21737657487392426,2,"['0a34345bca4049e801beddbca3a119f27dc3969c9b81ef2b30c12050e30a5116', '88bc90289061bc6060aa0167bc177f4061a2d5882ea59277cbc241f19a399f14', 'b33b90ecde24024f747f284f696d2feeafdae7e1e078d4d0bced8452dc3e4fda', 'a8bcf5f2d599445f513fe0b94cca4babb6faf1e8000ccbb8ca75e4bb997566df', 'd96a4220ccc5fed038d9da776e884702df0ce6d871837ac296326264e41bd647']",['0a34345bca4049e801beddbca3a119f27dc3969c9b81ef2b30c12050e30a5116']
Come posso regolare l'opacità di un livello WMS in QGIS?,0.2,1.0,0.5,0.6309297535714573,1.0,0.21737657487392426,2,"['709c3205e537c997e59c1b092c0f6af491b325416f353eb6e43614a3c4884075', '5c06147a83368469726e59899936c77998045dd32394886fba3d751494f68315', 'fc9314c51346033f44023665002da8b9e28b2df636dd475e46d72516d4673203', 'ed87627d23bb1e45f3fc33a1f6308c672dd8238d4ea0261ecfc943e4f6bf6f56', '1c8f21d2f8325b1250ae4bd82cc987c16f47d44884160705e153025ccc3705bd']",['5c06147a83368469726e59899936c77998045dd32394886fba3d751494f68315']
Quali sono le chiavi e i valori del vocabolario CTG-OGT?,0.2,1.0,0.5,0.6309297535714573,1.0,0.21737657487392426,2,"['7171050e47124c1ca0f0d5dba62e4c1c86592c594a049be520d36a525595184d', '62cdcaf396e5c664dcd87276b18ede4a52386def0e5c304d700128239f8b6e2e', 'ce7ffa7035dce65d92eaae8c777fa236a30b638ff8c0bd0dbd43935890372d1f', '65852f0146171f857bc9fe0c1df96fd32ecab2392591a766ed39a3b905542486', '1013cdb2f700f4f113a1dc8e422ea0092f9eb597d95495112a53781802e96bf1']",['62cdcaf396e5c664dcd87276b18ede4a52386def0e5c304d700128239f8b6e2e']
"Quali sono le attività previste dall'art. 1, comma 7 dell'allegato I.8 che devono essere conferite al GNA come dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?",0.2,1.0,0.25,0.4306765580733929,1.0,0.21737657487392426,2,"['aaa73899349a502bc92122a0e052a917e6b1c9465de08ba8287610021d19d55b', '0dedd1bf4a4076e2771376db1eb808b497c9dcfcc1af76ed0edfecaef66970f4', 'c0e494fc9cf25838b4d1c1b6a270bb794e2344d4c0240c411d2698c2dbbc6ecf', '89415d45e528a5849eae55139e32dbc8399e236d326e0554ad9eb04519fc8bcd', 'e1cfe6b2bbab85b4b34b51144086ac32bd8e5b3740b440032cdb06d240c6e4ef']",['89415d45e528a5849eae55139e32dbc8399e236d326e0554ad9eb04519fc8bcd']
Quali sono i suggerimenti e consigli per l'utilizzo del Template per la redazione di una carta archeologica?,0.2,1.0,0.5,0.6309297535714573,1.0,0.21737657487392426,2,"['052f34b4e8c6860d9c55f6f3e24e4343a2cd0514d24e126f0f1dd6acb3eff572', 'b4ef08091d83097ca96fe70c1742edd57987e863f3699be09fcb6c8ab4019731', 'f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f', '2307032e12f70a83717fe28eedd0d26ccc1b7bc6c9bdd5220588a6508dc2bfa5', 'b6c84a9706265e3c7d40fb2e7b2dfba7516e343d4b30e1ef2c0e7bfde980f43d']",['b4ef08091d83097ca96fe70c1742edd57987e863f3699be09fcb6c8ab4019731']
Quali informazioni sono necessarie per compilare il MOSI a livello comunale?,0.2,1.0,0.5,0.6309297535714573,1.0,0.21737657487392426,2,"['5cec8a15ce35b302ca7f5aa49c04aec3229a5f81b3ac65487539a09e41e40c6c', 'f2154e8741a75791d81c57fe3bf2632bc424279259f33f0fa4116efabf245ca8', 'cac6172a087154b6a2ef2f602ba3033b797e4e76d0bca3429857b3873d03efd3', 'c5b3b0c05b26696e5128155633607aa1fe6086dd7a6f23a9c9438091999964fe', 'dcb5e901abe027ed1b72a141fd5f4e50dfb0e6aad9573d51ee142c4e1ac06d20']",['f2154e8741a75791d81c57fe3bf2632bc424279259f33f0fa4116efabf245ca8']
Quali sono le basi topografiche del progetto utilizzate per la georeferenziazione dei dati di scavo e dei rinvenimenti effettuati all'interno del centro storico di Fano?,0.2,1.0,0.5,0.6309297535714573,1.0,0.21737657487392426,2,"['002350e6ae42ee141a91bfe2ac467b4c04c3d859929ce546923913cba1743bcb', 'be8451c5fdfadaa106564d3abf9d1a744fe201137998cb81ae3881eec56e954c', 'f5426550c0b317e9f1871199aeaffa6a59ee5885d83eac79a83341d4d399fd5d', 'a2767d30bd7a067fec69fff855b6bedcdd7c7f2c4849914bb519711e1bc64ad9', '4527da522138987737f65a75217392303e6792b6592bebc94ece4262831561e9']",['be8451c5fdfadaa106564d3abf9d1a744fe201137998cb81ae3881eec56e954c']
Quali sono i campi obbligatori che vengono già compilati quando si inserisce la geometria della ricognizione nella scheda del progetto (MOPR)?,0.2,1.0,0.5,0.6309297535714573,1.0,0.21737657487392426,2,"['c36136704fffcc5462e8f27c9cadf43ce28ad30042ab1395a919982ecf4df9d9', 'e9c1cc18948c7cd42b1b3e0a35fa475b492712a88bbf7ee6c432fda960abd201', '254a59d408662cc0068916b5958612170d01dcc3783eedfa44b0866866ac0582', '1e1a207b991d56607fee34b5cbf594d25832e2d4d7363c8232755066c30df853', '804bc68af27041c4f3f71fa1fe419b8ab21d6cb6f42fa0c34ae385f57d593df0']",['e9c1cc18948c7cd42b1b3e0a35fa475b492712a88bbf7ee6c432fda960abd201']
Quali sono le cause che possono rendere temporaneamente indisponibile la fruizione di un layer in QGIS?,0.2,1.0,1.0,1.0,1.0,0.21737657487392426,2,"['e280b7612790234df9fc50489f699a571340018c4b0462897ecc2db36d52df40', 'aff57ce78796937d10312e507127799708c13ce5ff4bb9987eed568e25c9d622', '1aebd9fcd71f2aa5be121ab6cb0ac400c705be57e1fb8db7e51477680549b81a', 'ab8ad079189ed61a9386990000abf7348078d459d9a243fc3fe9d7959fd52d66', 'd59e4a33727fcc271583c3348e019c370c6463591961d415c9c8f6df10bc4f38']",['e280b7612790234df9fc50489f699a571340018c4b0462897ecc2db36d52df40']
Qual è la data di rilascio prevista per la prossima LTR del progetto?,0.2,1.0,1.0,1.0,1.0,0.21737657487392426,2,"['cde308c5b4d4ac577ee764fefb4e551c9acfa5d58b7c65104f0270c43380ef08', '40fb25a4b230a67adfe751cdfbaa2f084de39052fd6cae4c00501a37080a46dc', 'c4574e0b8053e1064eba5054799b4371719afa182913784f3d825dcde2212b76', 'a2c32641ad9c943c1de114145c8d22137491a1d4efe2721f2a02856b2d7df6e7', '701afd0cf06248f2e889786115cddfdba178f626949956d1de69ea725d03aaa6']",['cde308c5b4d4ac577ee764fefb4e551c9acfa5d58b7c65104f0270c43380ef08']
Quali sono i campi e i sottocampi del MOSI nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.21737657487392426,2,"['b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '079e8ea711ecf29ad67d0ba78e2e324c44d594f769dd5c0b11475ff3e4e8d1dd', '92a2809703ba08b33771db905cb77df0d8a2fe6f6606a3463a34be6db997f9f5', '81e0ab19e8ee92a435ccdc65a22d66422c38eb26580667e7f58b43f0ebb907c8', 'cac6172a087154b6a2ef2f602ba3033b797e4e76d0bca3429857b3873d03efd3']",['6539ca5010510cbc7fdbfde25326d050e7dcde86907004ece3513053fe5aa621']
